row_ordinal,block_count,command_block_count,output_block_count,heredoc_count,file_write_indicator,assessment_status,disposition
15,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
16,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
17,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
18,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
19,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
20,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
21,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
22,2,1,1,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
23,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
24,4,1,3,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
25,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
26,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
27,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
28,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
29,2,1,1,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
30,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
31,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
32,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
33,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
34,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
35,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
36,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
37,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
38,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
39,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
40,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
41,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
42,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
43,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
44,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
45,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
46,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
47,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
48,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
49,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
50,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
51,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
52,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
53,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
54,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
55,2,1,1,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
56,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
57,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
58,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
59,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
60,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
61,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
62,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
63,2,1,1,2,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
64,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
65,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
66,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
67,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
68,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
69,6,1,5,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
70,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
71,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
72,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
73,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
74,2,1,1,3,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
75,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
76,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
77,2,1,1,4,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
78,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
79,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
80,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
81,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
82,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
83,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
84,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
85,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
86,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
87,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
88,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
89,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
90,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
91,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
92,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
93,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
94,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
95,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
96,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
97,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
98,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
99,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
100,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
101,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
102,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
103,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
104,2,1,1,1,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
105,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
106,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
107,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
108,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
109,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
110,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
111,24,1,23,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
112,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
113,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
114,2,1,1,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
115,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
116,1,1,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
117,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
118,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
119,4,1,3,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
120,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
121,2,1,1,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
122,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
123,17,1,16,0,True,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
124,0,0,0,0,False,ASSESSED_FROM_STABILIZED_FULL_FLYOUT_HTML,PRIVATE_LOCAL_ACTIVITY_EVIDENCE_SEARCHED_PUBLIC_FINDINGS_CROSSWALKED_SEPARATELY
